Date,Product,Quantity_Sold,Inventory_Level,Price,Month
2023-10-10,Laptop Charger Type-C,17,147,150,10
2023-11-21,Wireless Earphone Pro,7,90,20,11
2023-01-25,Bluetooth Speaker Mini,17,71,150,1
2023-05-11,Tablet Stand Adjustable,6,52,15,5
2023-12-19,Smartphone X1,15,130,20,12
2023-07-15,Desk Fan CoolBreeze,5,68,50,7
2023-10-08,USB-C Hub 6-in-1,15,18,50,10
2023-06-03,Smartwatch Series 5,18,86,150,6
2023-05-13,Smartphone X1,18,197,15,5
2023-08-15,Desk Fan CoolBreeze,6,72,150,8
2023-07-08,LED Desk Lamp Pro,2,61,25,7
2023-09-22,Power Bank Ultra 10000mAh,17,32,50,9
2023-05-14,Wireless Earphone Pro,4,39,30,5
2023-07-30,Power Bank Ultra 10000mAh,12,180,150,7
2023-03-01,Tablet Stand Adjustable,19,30,150,3
2023-12-30,Power Bank Ultra 10000mAh,2,52,60,12
2023-12-30,Smartwatch Series 5,2,144,40,12
2023-08-01,USB-C Hub 6-in-1,14,25,40,8
2023-08-04,Tablet Stand Adjustable,15,32,35,8
2023-08-14,Smartwatch Series 5,2,195,15,8
2023-05-11,Laptop Charger Type-C,4,96,50,5
2023-03-17,Tablet Stand Adjustable,19,40,50,3
2023-10-13,Smartphone X1,9,130,40,10
2023-10-04,Smartphone X1,7,78,150,10
2023-06-05,LED Desk Lamp Pro,13,143,150,6
2023-09-05,Smartphone X1,12,124,50,9
2023-08-06,USB-C Hub 6-in-1,3,68,15,8
2023-07-09,LED Desk Lamp Pro,13,165,80,7
2023-06-12,Wireless Earphone Pro,15,155,25,6
2023-06-29,Smartwatch Series 5,14,86,60,6
2023-02-03,Tablet Stand Adjustable,9,147,50,2
2023-02-10,LED Desk Lamp Pro,13,16,35,2
2023-11-03,LED Desk Lamp Pro,4,46,80,11
2023-12-04,USB-C Hub 6-in-1,8,182,50,12
2023-11-10,Smartphone X1,3,95,60,11
2023-03-16,USB-C Hub 6-in-1,2,25,40,3
2023-10-06,Laptop Charger Type-C,19,125,50,10
2023-06-25,Laptop Charger Type-C,8,127,80,6
2023-05-30,Smartphone X1,17,23,25,5
2023-09-30,Power Bank Ultra 10000mAh,13,148,150,9
2023-11-21,Desk Fan CoolBreeze,7,96,20,11
2023-04-18,Laptop Charger Type-C,9,171,40,4
2023-05-19,Wireless Earphone Pro,12,197,80,5
2023-12-16,Smartwatch Series 5,14,113,35,12
2023-09-28,LED Desk Lamp Pro,14,150,35,9
2023-12-13,USB-C Hub 6-in-1,15,176,30,12
2023-10-16,Wireless Earphone Pro,3,53,20,10
2023-07-31,Smartphone X1,15,37,50,7
2023-09-29,Wireless Earphone Pro,19,177,30,9
2023-03-07,LED Desk Lamp Pro,14,25,35,3
2023-09-05,Tablet Stand Adjustable,8,59,50,9
2023-06-05,Bluetooth Speaker Mini,5,124,30,6
2023-02-16,Tablet Stand Adjustable,19,165,50,2
2023-07-20,Smartwatch Series 5,4,77,25,7
2023-05-28,Desk Fan CoolBreeze,14,101,20,5
2023-05-04,Bluetooth Speaker Mini,16,130,40,5
2023-01-01,Smartphone X1,6,197,40,1
2023-09-04,Smartphone X1,6,149,40,9
2023-12-09,Bluetooth Speaker Mini,3,25,35,12
2023-05-08,LED Desk Lamp Pro,15,62,25,5
2023-07-10,Wireless Earphone Pro,3,191,60,7
2023-03-08,LED Desk Lamp Pro,11,58,20,3
2023-01-04,Desk Fan CoolBreeze,3,173,80,1
2023-10-30,Power Bank Ultra 10000mAh,10,71,15,10
2023-10-21,Smartphone X1,18,93,60,10
2023-05-23,Smartphone X1,1,163,80,5
2023-07-10,USB-C Hub 6-in-1,16,65,40,7
2023-01-21,Power Bank Ultra 10000mAh,16,129,80,1
2023-08-15,Smartwatch Series 5,10,99,50,8
2023-11-09,Bluetooth Speaker Mini,1,159,50,11
2023-04-27,USB-C Hub 6-in-1,4,129,80,4
2023-10-29,Smartphone X1,3,82,150,10
2023-05-22,Laptop Charger Type-C,5,78,30,5
2023-02-08,Laptop Charger Type-C,12,186,15,2
2023-12-21,Bluetooth Speaker Mini,12,107,35,12
2023-09-09,Desk Fan CoolBreeze,13,11,80,9
2023-11-29,Power Bank Ultra 10000mAh,12,62,20,11
2023-07-26,Desk Fan CoolBreeze,16,128,150,7
2023-07-29,USB-C Hub 6-in-1,13,16,25,7
2023-04-25,Tablet Stand Adjustable,5,157,150,4
2023-08-13,USB-C Hub 6-in-1,4,167,15,8
2023-05-14,Laptop Charger Type-C,15,84,20,5
2023-09-08,Smartphone X1,12,104,150,9
2023-08-07,USB-C Hub 6-in-1,19,196,35,8
2023-04-01,Bluetooth Speaker Mini,19,12,30,4
2023-12-20,Tablet Stand Adjustable,11,193,20,12
2023-02-15,Wireless Earphone Pro,6,88,50,2
2023-02-07,LED Desk Lamp Pro,9,26,35,2
2023-05-22,Tablet Stand Adjustable,1,121,40,5
2023-04-10,Smartphone X1,12,61,25,4
2023-11-24,Laptop Charger Type-C,14,16,15,11
2023-07-09,Desk Fan CoolBreeze,6,121,15,7
2023-02-04,Desk Fan CoolBreeze,1,142,80,2
2023-05-27,Laptop Charger Type-C,2,63,15,5
2023-01-30,LED Desk Lamp Pro,11,70,15,1
2023-11-30,Wireless Earphone Pro,3,118,30,11
2023-03-25,Laptop Charger Type-C,10,25,25,3
2023-10-08,LED Desk Lamp Pro,6,196,30,10
2023-12-10,LED Desk Lamp Pro,6,56,50,12
2023-09-27,USB-C Hub 6-in-1,2,57,20,9
2023-06-03,LED Desk Lamp Pro,10,130,150,6
2023-04-12,Smartphone X1,6,73,25,4
2023-08-03,LED Desk Lamp Pro,17,59,150,8
2023-05-30,Wireless Earphone Pro,14,50,40,5
2023-03-24,Power Bank Ultra 10000mAh,5,31,30,3
2023-04-20,Power Bank Ultra 10000mAh,17,124,35,4
2023-10-02,Laptop Charger Type-C,2,191,150,10
2023-07-20,Wireless Earphone Pro,9,14,35,7
2023-10-11,Wireless Earphone Pro,12,154,80,10
2023-06-22,Smartphone X1,19,110,25,6
2023-11-23,Wireless Earphone Pro,7,87,80,11
2023-07-25,Tablet Stand Adjustable,9,50,20,7
2023-03-04,Laptop Charger Type-C,16,101,80,3
2023-03-14,Wireless Earphone Pro,11,172,35,3
2023-09-08,USB-C Hub 6-in-1,12,177,15,9
2023-05-04,LED Desk Lamp Pro,15,31,30,5
2023-05-01,Desk Fan CoolBreeze,18,185,80,5
2023-10-02,Wireless Earphone Pro,19,62,20,10
2023-04-30,USB-C Hub 6-in-1,16,102,25,4
2023-11-13,Power Bank Ultra 10000mAh,15,19,60,11
2023-06-13,Smartphone X1,5,155,20,6
2023-10-13,Wireless Earphone Pro,11,58,30,10
2023-09-22,Desk Fan CoolBreeze,15,80,150,9
2023-11-16,Power Bank Ultra 10000mAh,18,167,50,11
2023-06-10,Smartphone X1,13,28,25,6
2023-11-04,Smartphone X1,4,64,35,11
2023-03-30,LED Desk Lamp Pro,17,197,50,3
2023-05-22,Tablet Stand Adjustable,4,30,20,5
2023-07-22,Wireless Earphone Pro,16,35,20,7
2023-11-05,Tablet Stand Adjustable,15,37,20,11
2023-08-15,Bluetooth Speaker Mini,14,176,50,8
2023-11-30,USB-C Hub 6-in-1,12,170,80,11
2023-08-10,Power Bank Ultra 10000mAh,3,49,30,8
2023-02-10,LED Desk Lamp Pro,10,38,25,2
2023-07-15,Wireless Earphone Pro,8,29,30,7
2023-03-09,USB-C Hub 6-in-1,6,29,25,3
2023-09-21,Smartphone X1,14,83,25,9
2023-01-02,Smartwatch Series 5,17,149,150,1
2023-12-27,Smartwatch Series 5,19,129,20,12
2023-05-05,Bluetooth Speaker Mini,16,106,60,5
2023-04-20,Smartphone X1,15,129,40,4
2023-03-27,Desk Fan CoolBreeze,15,34,30,3
2023-04-30,Power Bank Ultra 10000mAh,1,162,150,4
2023-05-07,USB-C Hub 6-in-1,12,13,20,5
2023-09-12,Desk Fan CoolBreeze,10,13,15,9
2023-07-02,Tablet Stand Adjustable,14,146,15,7
2023-01-16,USB-C Hub 6-in-1,10,152,80,1
2023-03-03,USB-C Hub 6-in-1,10,35,50,3
2023-06-07,Smartwatch Series 5,11,88,15,6
2023-09-25,Desk Fan CoolBreeze,16,99,35,9
2023-02-04,Wireless Earphone Pro,9,80,20,2
2023-09-24,Tablet Stand Adjustable,15,169,40,9
2023-03-05,USB-C Hub 6-in-1,14,85,60,3
2023-02-19,Smartwatch Series 5,19,108,20,2
2023-09-12,Wireless Earphone Pro,9,189,15,9
2023-05-29,Laptop Charger Type-C,4,136,40,5
2023-11-21,Desk Fan CoolBreeze,7,41,60,11
2023-10-31,LED Desk Lamp Pro,8,18,80,10
2023-10-03,Bluetooth Speaker Mini,8,87,80,10
2023-12-23,USB-C Hub 6-in-1,19,22,150,12
2023-06-21,LED Desk Lamp Pro,15,193,60,6
2023-07-20,Smartphone X1,16,133,60,7
2023-11-20,Power Bank Ultra 10000mAh,9,181,35,11
2023-02-04,USB-C Hub 6-in-1,12,105,60,2
2023-08-04,Desk Fan CoolBreeze,16,92,15,8
2023-03-06,LED Desk Lamp Pro,4,167,35,3
2023-01-08,Laptop Charger Type-C,5,153,60,1
2023-10-28,Smartphone X1,8,149,30,10
2023-12-09,Laptop Charger Type-C,1,27,150,12
2023-11-28,Power Bank Ultra 10000mAh,6,150,150,11
2023-03-17,Wireless Earphone Pro,15,102,30,3
2023-06-23,Desk Fan CoolBreeze,4,33,35,6
2023-02-16,Smartphone X1,11,111,80,2
2023-01-15,Desk Fan CoolBreeze,5,149,30,1
2023-12-27,Laptop Charger Type-C,18,69,20,12
2023-05-27,Tablet Stand Adjustable,15,69,50,5
2023-01-26,Smartphone X1,18,109,40,1
2023-11-04,Wireless Earphone Pro,13,10,80,11
2023-04-03,Smartphone X1,5,52,80,4
2023-08-20,LED Desk Lamp Pro,1,64,25,8
2023-01-21,Desk Fan CoolBreeze,18,177,80,1
2023-11-03,Laptop Charger Type-C,14,43,150,11
2023-02-07,Power Bank Ultra 10000mAh,5,43,80,2
2023-10-03,LED Desk Lamp Pro,6,185,20,10
2023-06-06,Wireless Earphone Pro,16,170,80,6
2023-06-28,Power Bank Ultra 10000mAh,12,167,60,6
2023-05-12,Tablet Stand Adjustable,18,119,150,5
2023-11-07,LED Desk Lamp Pro,2,93,30,11
2023-12-14,Smartphone X1,13,99,30,12
2023-01-28,Power Bank Ultra 10000mAh,17,88,15,1
2023-09-17,LED Desk Lamp Pro,17,80,50,9
2023-03-17,Power Bank Ultra 10000mAh,16,80,50,3
2023-03-08,Smartphone X1,18,123,60,3
2023-12-08,Tablet Stand Adjustable,8,38,50,12
2023-07-13,LED Desk Lamp Pro,3,160,80,7
2023-06-11,Laptop Charger Type-C,17,171,30,6
2023-12-13,LED Desk Lamp Pro,18,152,80,12
2023-12-27,USB-C Hub 6-in-1,6,106,25,12
2023-09-14,Smartphone X1,8,62,15,9
2023-03-13,LED Desk Lamp Pro,13,154,30,3
2023-03-28,Laptop Charger Type-C,8,73,50,3
2023-09-19,Wireless Earphone Pro,19,70,40,9
2023-08-02,Tablet Stand Adjustable,6,194,80,8
2023-06-02,Wireless Earphone Pro,15,117,20,6
2023-07-29,Smartphone X1,10,46,40,7
2023-03-02,Smartphone X1,17,144,20,3
2023-09-25,Laptop Charger Type-C,1,17,25,9
2023-09-19,Desk Fan CoolBreeze,7,87,50,9
2023-08-06,Tablet Stand Adjustable,13,77,80,8
2023-10-10,LED Desk Lamp Pro,3,30,80,10
2023-05-16,Wireless Earphone Pro,19,198,20,5
2023-12-28,Wireless Earphone Pro,15,103,80,12
2023-04-03,Power Bank Ultra 10000mAh,5,84,25,4
2023-04-19,Power Bank Ultra 10000mAh,11,166,150,4
2023-08-29,Wireless Earphone Pro,18,162,150,8
2023-12-21,Desk Fan CoolBreeze,3,195,20,12
2023-05-22,LED Desk Lamp Pro,6,151,50,5
2023-10-18,LED Desk Lamp Pro,3,87,20,10
2023-08-25,Power Bank Ultra 10000mAh,5,75,35,8
2023-12-06,LED Desk Lamp Pro,9,191,80,12
2023-11-08,Wireless Earphone Pro,19,167,80,11
2023-06-26,Smartphone X1,13,155,150,6
2023-05-21,LED Desk Lamp Pro,6,63,40,5
2023-07-08,Tablet Stand Adjustable,11,109,20,7
2023-02-18,Power Bank Ultra 10000mAh,14,30,50,2
2023-10-29,Laptop Charger Type-C,6,62,150,10
2023-07-09,Wireless Earphone Pro,6,92,20,7
2023-05-16,USB-C Hub 6-in-1,17,153,30,5
2023-02-12,Laptop Charger Type-C,11,165,50,2
2023-12-19,LED Desk Lamp Pro,15,13,50,12
2023-03-31,Smartphone X1,9,64,60,3
2023-10-22,Smartwatch Series 5,17,24,40,10
2023-12-07,Laptop Charger Type-C,7,73,25,12
2023-09-02,Bluetooth Speaker Mini,7,121,50,9
2023-07-11,Wireless Earphone Pro,1,153,60,7
2023-11-14,USB-C Hub 6-in-1,8,127,80,11
2023-04-16,LED Desk Lamp Pro,5,29,20,4
2023-12-29,LED Desk Lamp Pro,19,73,15,12
2023-11-06,Desk Fan CoolBreeze,8,42,15,11
2023-08-21,LED Desk Lamp Pro,17,90,40,8
2023-09-22,Tablet Stand Adjustable,19,135,80,9
2023-12-10,Desk Fan CoolBreeze,12,78,50,12
2023-02-06,Wireless Earphone Pro,15,195,80,2
2023-11-01,Smartwatch Series 5,4,176,60,11
2023-02-10,Wireless Earphone Pro,12,173,30,2
2023-01-17,Laptop Charger Type-C,13,103,25,1
2023-12-10,Wireless Earphone Pro,14,77,35,12
2023-10-04,LED Desk Lamp Pro,5,96,25,10
2023-11-03,Wireless Earphone Pro,16,30,50,11
2023-02-28,Smartphone X1,7,72,80,2
2023-07-02,Bluetooth Speaker Mini,15,94,25,7
2023-02-10,Smartphone X1,13,143,20,2
2023-02-08,Smartphone X1,16,33,25,2
2023-07-11,Power Bank Ultra 10000mAh,12,120,60,7
2023-09-24,Laptop Charger Type-C,7,190,25,9
2023-05-27,Laptop Charger Type-C,16,104,20,5
2023-11-29,Desk Fan CoolBreeze,13,92,35,11
2023-05-07,USB-C Hub 6-in-1,3,111,35,5
2023-02-15,Laptop Charger Type-C,15,87,20,2
2023-02-14,Wireless Earphone Pro,3,187,80,2
2023-01-01,Wireless Earphone Pro,7,133,30,1
2023-06-17,Desk Fan CoolBreeze,18,149,50,6
2023-04-18,Smartphone X1,14,193,40,4
2023-01-19,Smartphone X1,18,129,15,1
2023-11-28,Desk Fan CoolBreeze,19,24,80,11
2023-03-13,Laptop Charger Type-C,14,92,25,3
2023-04-19,Smartphone X1,6,177,15,4
2023-09-25,Power Bank Ultra 10000mAh,8,178,15,9
2023-08-28,LED Desk Lamp Pro,7,15,20,8
2023-10-28,LED Desk Lamp Pro,18,76,150,10
2023-03-31,USB-C Hub 6-in-1,18,170,30,3
2023-04-13,Laptop Charger Type-C,15,180,30,4
2023-09-07,Bluetooth Speaker Mini,19,131,150,9
2023-01-08,LED Desk Lamp Pro,2,158,50,1
2023-06-02,LED Desk Lamp Pro,8,93,150,6
2023-12-13,Power Bank Ultra 10000mAh,11,120,40,12
2023-06-23,Desk Fan CoolBreeze,18,154,40,6
2023-12-09,Power Bank Ultra 10000mAh,13,145,20,12
2023-06-07,Power Bank Ultra 10000mAh,9,73,25,6
2023-08-03,USB-C Hub 6-in-1,9,135,15,8
2023-06-26,Laptop Charger Type-C,17,37,30,6
2023-06-24,LED Desk Lamp Pro,7,107,30,6
2023-12-06,Smartphone X1,9,150,150,12
2023-12-04,Bluetooth Speaker Mini,1,22,150,12
2023-05-26,LED Desk Lamp Pro,2,175,150,5
2023-11-20,LED Desk Lamp Pro,4,162,50,11
2023-06-10,Power Bank Ultra 10000mAh,14,199,150,6
2023-05-07,Smartwatch Series 5,4,160,25,5
2023-03-23,Tablet Stand Adjustable,2,95,15,3
2023-05-27,Power Bank Ultra 10000mAh,8,30,80,5
2023-08-27,LED Desk Lamp Pro,18,191,80,8
2023-03-25,LED Desk Lamp Pro,19,72,25,3
2023-04-23,Power Bank Ultra 10000mAh,14,167,60,4
2023-08-13,Smartphone X1,10,120,40,8
2023-11-28,Smartphone X1,17,85,80,11
2023-08-31,LED Desk Lamp Pro,8,82,50,8
2023-05-23,Power Bank Ultra 10000mAh,14,169,60,5
2023-02-10,Laptop Charger Type-C,8,161,35,2
2023-09-15,Laptop Charger Type-C,5,16,50,9
2023-10-12,Tablet Stand Adjustable,16,81,30,10
2023-04-15,Smartphone X1,8,138,80,4
2023-07-21,Power Bank Ultra 10000mAh,10,140,40,7
2023-11-03,LED Desk Lamp Pro,8,113,150,11
2023-11-27,LED Desk Lamp Pro,9,37,150,11
2023-09-23,Desk Fan CoolBreeze,18,52,15,9
2023-07-29,Smartphone X1,3,106,40,7
2023-02-20,Wireless Earphone Pro,17,55,30,2
2023-04-28,Tablet Stand Adjustable,15,10,20,4
2023-07-20,Wireless Earphone Pro,17,175,80,7
2023-02-08,LED Desk Lamp Pro,8,111,15,2
2023-01-28,Tablet Stand Adjustable,2,44,40,1
2023-09-16,Smartphone X1,17,63,35,9
2023-03-25,LED Desk Lamp Pro,18,33,50,3
2023-06-04,LED Desk Lamp Pro,5,165,30,6
2023-04-27,Smartphone X1,9,31,40,4
2023-01-02,Bluetooth Speaker Mini,9,25,80,1
2023-04-03,Wireless Earphone Pro,2,22,50,4
2023-06-15,Smartwatch Series 5,2,109,40,6
2023-12-16,Power Bank Ultra 10000mAh,19,109,25,12
2023-10-23,Tablet Stand Adjustable,3,71,15,10
2023-09-15,LED Desk Lamp Pro,17,180,40,9
2023-03-22,Bluetooth Speaker Mini,14,96,25,3
2023-09-25,Smartphone X1,14,87,50,9
2023-08-23,Tablet Stand Adjustable,14,169,50,8
2023-11-17,Wireless Earphone Pro,6,76,50,11
2023-11-07,LED Desk Lamp Pro,3,100,20,11
2023-10-28,Laptop Charger Type-C,1,194,40,10
2023-12-23,Power Bank Ultra 10000mAh,16,186,25,12
2023-08-01,Power Bank Ultra 10000mAh,4,42,150,8
2023-03-03,Desk Fan CoolBreeze,1,124,35,3
2023-02-18,Wireless Earphone Pro,17,28,35,2
2023-05-07,Desk Fan CoolBreeze,18,173,25,5
2023-08-11,Power Bank Ultra 10000mAh,8,133,150,8
2023-10-06,Wireless Earphone Pro,2,152,30,10
2023-10-21,Laptop Charger Type-C,18,129,20,10
2023-10-11,LED Desk Lamp Pro,16,106,25,10
2023-10-04,LED Desk Lamp Pro,10,33,80,10
2023-04-17,Power Bank Ultra 10000mAh,8,36,15,4
2023-05-26,Smartwatch Series 5,12,186,15,5
2023-04-09,Smartphone X1,16,84,60,4
2023-03-14,Bluetooth Speaker Mini,12,32,35,3
2023-05-02,Laptop Charger Type-C,11,170,50,5
2023-01-30,LED Desk Lamp Pro,19,50,80,1
2023-07-07,LED Desk Lamp Pro,1,65,30,7
2023-12-30,Smartwatch Series 5,3,166,150,12
2023-12-20,Laptop Charger Type-C,12,168,30,12
2023-10-15,LED Desk Lamp Pro,9,107,35,10
2023-07-14,Desk Fan CoolBreeze,5,155,50,7
2023-06-05,Smartphone X1,1,15,150,6
2023-06-21,Wireless Earphone Pro,10,189,25,6
2023-12-01,Laptop Charger Type-C,17,49,60,12
2023-02-10,Power Bank Ultra 10000mAh,4,51,150,2
2023-03-04,Power Bank Ultra 10000mAh,15,41,35,3
2023-01-23,Smartphone X1,19,19,30,1
2023-12-26,Tablet Stand Adjustable,8,78,15,12
2023-03-16,Wireless Earphone Pro,15,18,30,3
2023-02-17,Smartphone X1,7,78,30,2
2023-06-09,Power Bank Ultra 10000mAh,15,198,30,6
2023-11-09,Desk Fan CoolBreeze,8,148,60,11
2023-04-28,LED Desk Lamp Pro,10,108,35,4
2023-04-10,Laptop Charger Type-C,18,83,80,4
2023-06-16,Laptop Charger Type-C,4,112,60,6
2023-10-17,LED Desk Lamp Pro,15,132,60,10
2023-06-05,Power Bank Ultra 10000mAh,11,111,35,6
2023-01-07,Power Bank Ultra 10000mAh,3,17,20,1
2023-07-15,Wireless Earphone Pro,15,186,60,7
2023-02-25,Power Bank Ultra 10000mAh,3,161,150,2
2023-11-17,Smartwatch Series 5,15,170,20,11
2023-07-12,LED Desk Lamp Pro,6,28,35,7
2023-02-16,Tablet Stand Adjustable,1,11,40,2
2023-05-28,Laptop Charger Type-C,14,64,40,5
2023-10-02,LED Desk Lamp Pro,16,148,80,10
2023-06-06,Smartphone X1,1,26,25,6
2023-07-21,Power Bank Ultra 10000mAh,17,179,60,7
2023-05-06,Tablet Stand Adjustable,8,70,30,5
2023-11-01,Tablet Stand Adjustable,18,140,25,11
2023-10-21,Smartphone X1,16,95,25,10
2023-03-05,Laptop Charger Type-C,6,44,20,3
2023-11-21,Tablet Stand Adjustable,10,112,150,11
2023-06-25,USB-C Hub 6-in-1,10,75,40,6
2023-04-26,Tablet Stand Adjustable,5,10,15,4
2023-07-23,Wireless Earphone Pro,12,144,150,7
2023-11-17,Smartphone X1,17,157,40,11
2023-01-31,Laptop Charger Type-C,14,180,15,1
2023-04-23,Smartphone X1,14,128,60,4
2023-12-31,LED Desk Lamp Pro,3,143,50,12
2023-11-21,Laptop Charger Type-C,12,64,35,11
2023-12-10,Wireless Earphone Pro,18,109,50,12
2023-03-08,Desk Fan CoolBreeze,12,30,150,3
2023-03-16,Laptop Charger Type-C,2,60,80,3
2023-02-14,Wireless Earphone Pro,2,183,150,2
2023-09-17,Desk Fan CoolBreeze,17,172,20,9
2023-06-03,LED Desk Lamp Pro,10,109,15,6
2023-06-04,USB-C Hub 6-in-1,18,17,15,6
2023-12-29,Smartphone X1,19,77,60,12
2023-08-22,Tablet Stand Adjustable,1,116,50,8
2023-02-20,Desk Fan CoolBreeze,4,153,60,2
2023-11-02,Smartphone X1,4,76,50,11
2023-09-19,Power Bank Ultra 10000mAh,2,11,15,9
2023-11-11,LED Desk Lamp Pro,19,10,150,11
2023-05-05,Smartphone X1,12,195,80,5
2023-09-02,Desk Fan CoolBreeze,10,10,15,9
2023-01-30,Laptop Charger Type-C,13,111,25,1
2023-05-02,Laptop Charger Type-C,15,124,40,5
2023-05-05,Smartphone X1,3,144,50,5
2023-02-06,Desk Fan CoolBreeze,13,97,50,2
2023-06-19,Smartwatch Series 5,8,101,20,6
2023-05-04,Bluetooth Speaker Mini,7,27,60,5
2023-12-23,USB-C Hub 6-in-1,8,97,35,12
2023-02-04,USB-C Hub 6-in-1,18,169,35,2
2023-03-28,LED Desk Lamp Pro,9,182,20,3
2023-05-14,Bluetooth Speaker Mini,6,42,15,5
2023-07-15,Smartwatch Series 5,4,82,50,7
2023-10-01,LED Desk Lamp Pro,15,186,30,10
2023-07-20,Tablet Stand Adjustable,5,170,80,7
2023-10-12,Wireless Earphone Pro,5,37,25,10
2023-03-18,Smartphone X1,7,96,150,3
2023-02-28,Desk Fan CoolBreeze,9,62,150,2
2023-05-06,Smartwatch Series 5,7,53,35,5
2023-04-19,USB-C Hub 6-in-1,9,89,35,4
2023-08-12,Laptop Charger Type-C,10,192,20,8
2023-10-05,Power Bank Ultra 10000mAh,4,147,50,10
2023-03-09,Tablet Stand Adjustable,6,23,60,3
2023-03-10,Smartphone X1,14,112,150,3
2023-06-14,Laptop Charger Type-C,9,45,50,6
2023-11-01,Bluetooth Speaker Mini,1,43,25,11
2023-06-11,Laptop Charger Type-C,17,97,80,6
2023-12-31,USB-C Hub 6-in-1,13,155,80,12
2023-12-08,Desk Fan CoolBreeze,7,25,150,12
2023-11-05,Desk Fan CoolBreeze,9,174,30,11
2023-12-09,Smartphone X1,11,50,20,12
2023-02-11,Power Bank Ultra 10000mAh,3,34,150,2
2023-12-20,Bluetooth Speaker Mini,12,135,25,12
2023-04-19,LED Desk Lamp Pro,3,17,30,4
2023-02-20,Desk Fan CoolBreeze,15,121,40,2
2023-09-07,Desk Fan CoolBreeze,10,103,15,9
2023-12-07,Wireless Earphone Pro,1,93,35,12
2023-01-21,Laptop Charger Type-C,14,155,35,1
2023-10-27,Laptop Charger Type-C,6,77,30,10
2023-05-19,Power Bank Ultra 10000mAh,2,185,150,5
2023-12-25,Smartphone X1,8,76,35,12
2023-11-20,LED Desk Lamp Pro,1,155,50,11
2023-04-02,Power Bank Ultra 10000mAh,4,120,35,4
2023-10-07,Power Bank Ultra 10000mAh,4,27,80,10
2023-05-05,Smartphone X1,5,65,35,5
2023-04-21,LED Desk Lamp Pro,9,160,40,4
2023-12-20,Tablet Stand Adjustable,13,44,20,12
2023-05-19,USB-C Hub 6-in-1,18,143,30,5
2023-09-30,LED Desk Lamp Pro,17,127,50,9
2023-04-09,Wireless Earphone Pro,1,35,40,4
2023-09-09,Tablet Stand Adjustable,15,70,80,9
2023-12-04,Smartphone X1,2,97,150,12
2023-04-14,Power Bank Ultra 10000mAh,16,24,15,4
2023-08-02,Desk Fan CoolBreeze,5,100,80,8
2023-09-06,Desk Fan CoolBreeze,19,41,30,9
2023-06-01,Smartwatch Series 5,5,149,30,6
2023-09-07,Smartwatch Series 5,2,142,30,9
2023-10-02,Bluetooth Speaker Mini,7,73,40,10
2023-06-14,Smartphone X1,3,95,30,6
2023-12-07,Power Bank Ultra 10000mAh,17,164,20,12
2023-01-08,Power Bank Ultra 10000mAh,3,54,20,1
2023-10-11,Wireless Earphone Pro,13,44,20,10
2023-01-05,Desk Fan CoolBreeze,7,35,30,1
2023-05-25,Wireless Earphone Pro,3,32,20,5
2023-04-11,Power Bank Ultra 10000mAh,15,150,60,4
2023-06-13,Bluetooth Speaker Mini,18,140,35,6
2023-05-27,LED Desk Lamp Pro,10,38,35,5
2023-03-05,Power Bank Ultra 10000mAh,7,73,30,3
2023-04-01,Smartphone X1,9,165,25,4
2023-04-27,Smartwatch Series 5,5,173,40,4
2023-12-20,USB-C Hub 6-in-1,8,122,15,12
2023-09-24,Tablet Stand Adjustable,14,143,40,9
2023-11-06,Desk Fan CoolBreeze,4,148,60,11
2023-06-22,LED Desk Lamp Pro,14,175,40,6
2023-02-16,Desk Fan CoolBreeze,12,127,60,2
2023-05-20,Tablet Stand Adjustable,2,171,60,5
2023-09-03,Laptop Charger Type-C,13,76,40,9
2023-05-29,Smartphone X1,1,117,15,5
2023-09-03,LED Desk Lamp Pro,7,183,60,9
2023-01-05,Smartwatch Series 5,9,95,20,1
2023-07-03,Power Bank Ultra 10000mAh,17,38,50,7
2023-01-20,USB-C Hub 6-in-1,13,69,50,1
2023-02-15,Wireless Earphone Pro,10,63,150,2
2023-01-12,Tablet Stand Adjustable,16,102,30,1
2023-03-11,Tablet Stand Adjustable,6,78,80,3
2023-01-17,Laptop Charger Type-C,16,126,20,1
2023-05-27,Desk Fan CoolBreeze,11,18,20,5
2023-06-03,Wireless Earphone Pro,3,135,80,6
2023-10-31,Laptop Charger Type-C,9,86,30,10
2023-04-18,Bluetooth Speaker Mini,15,19,50,4
2023-08-24,USB-C Hub 6-in-1,13,111,15,8
2023-11-04,Desk Fan CoolBreeze,10,67,60,11
2023-12-18,Smartwatch Series 5,13,122,80,12
2023-03-11,Tablet Stand Adjustable,17,189,15,3
2023-07-02,Power Bank Ultra 10000mAh,7,171,150,7
2023-09-07,LED Desk Lamp Pro,6,115,60,9
2023-08-16,Smartwatch Series 5,13,44,40,8
2023-04-12,USB-C Hub 6-in-1,17,112,20,4
2023-03-16,Smartphone X1,15,112,60,3
2023-08-04,Power Bank Ultra 10000mAh,4,170,40,8
2023-07-22,Laptop Charger Type-C,15,169,50,7
2023-07-11,LED Desk Lamp Pro,14,192,40,7
2023-09-06,Bluetooth Speaker Mini,11,106,40,9
2023-08-30,LED Desk Lamp Pro,4,145,25,8
2023-06-28,Laptop Charger Type-C,3,183,80,6
2023-08-07,Laptop Charger Type-C,2,151,60,8
2023-03-23,Smartphone X1,10,145,80,3
